id,name,count,producttype,pname
12333,废锡,6,3,锡
13532,锡,15,2,有色金属
12819,钒铁,6,3,钒系
12816,钒氮合金,1,3,钒系
12817,钒矿,1,3,钒系
12818,钒铝合金,1,3,钒系
12833,粉钒,1,3,钒系
12857,金属钒,1,3,钒系
12889,偏钒酸铵,1,3,钒系
12890,片钒,1,3,钒系
13541,钒系,13,2,有色金属
12838,铬铁,3,3,铬系
12837,铬矿,2,3,铬系
12843,硅铬,1,3,铬系
12858,金属铬,1,3,铬系
12929,氧化铬,1,3,铬系
13545,铬系,8,2,有色金属
12872,镁锭,5,3,镁系
34170,镁合金,1,3,镁系
34306,镁系,6,2,有色金属
12810,电解钴,4,3,钴系
12865,硫酸钴,1,3,钴系
34290,钴系,5,2,有色金属
12851,黄金,2,3,贵金属
12793,白银,1,3,贵金属
34292,贵金属,3,2,有色金属
12885,铌铁,2,3,稀有小金属
34295,稀有小金属,2,2,有色金属
13522,有色金属,1034,1,稀有小金属
12262,浮法玻璃,562,3,玻璃
6930,光伏玻璃,59,3,玻璃
13634,玻璃纤维,56,3,玻璃
12266,无碱玻璃纤维纱,37,4,玻璃
12267,中碱玻璃纤维纱,11,4,玻璃
12261,镀膜玻璃,37,3,玻璃
12259,玻璃球,7,3,玻璃
13814,玻璃,721,2,建材
13817,通用水泥,272,3,水泥
12264,普通硅酸盐水泥,146,4,水泥
12263,复合硅酸盐水泥,87,4,水泥
13029,矿渣硅酸盐水泥,6,4,水泥
12265,水泥熟料,47,3,水泥
13816,水泥,319,2,建材
13812,建材,1040,1,水泥
12574,箱板纸,155,3,包装用纸
12573,瓦楞纸,87,3,包装用纸
12556,白板纸,62,3,包装用纸
12557,白卡纸,57,3,包装用纸
12569,纱管纸,30,3,包装用纸
12565,牛皮纸,7,3,包装用纸
31380,灰板纸,3,3,包装用纸
13819,包装用纸,402,2,造纸
13482,木浆,97,3,纸浆
12862,阔叶浆,37,4,纸浆
12937,针叶浆,33,4,纸浆
12850,化机浆,15,4,纸浆
12796,本色浆,4,4,纸浆
7174,非木浆,26,3,纸浆
12835,甘蔗浆,9,4,纸浆
12916,苇浆,7,4,纸浆
12939,竹浆,7,4,纸浆
13010,溶解浆,5,3,纸浆
13822,纸浆,137,2,造纸
12572,双铜纸,43,3,文化印刷用纸
12571,双胶纸,42,3,文化印刷用纸
12567,轻型纸,5,3,文化印刷用纸
12560,复印纸,3,3,文化印刷用纸
12570,书写纸,1,3,文化印刷用纸
12575,新闻纸,1,3,文化印刷用纸
34308,文化印刷用纸,96,2,造纸
12559,废黄板纸,65,3,废纸
12823,废书页纸,13,3,废纸
12563,美废,7,3,废纸
12820,废纯报纸,4,3,废纸
13823,废纸,94,2,造纸
12564,木浆生活用纸,22,3,生活用纸
12576,竹浆生活用纸,12,3,生活用纸
12561,甘蔗浆生活用纸,8,3,生活用纸
12562,混浆生活用纸,1,3,生活用纸
13820,生活用纸,69,2,造纸
6928,造纸,800,1,生活用纸
13699,制冷剂,106,3,氟化工
12968,制冷剂R22,28,4,氟化工
12979,制冷剂R32,24,4,氟化工
12955,制冷剂R134a,22,4,氟化工
12942,制冷剂R125,21,4,氟化工
13109,制冷剂R410a,6,4,氟化工
13110,制冷剂R152a,4,4,氟化工
13111,制冷剂R142b,1,4,氟化工
12998,萤石,81,3,氟化工
13700,氟聚合物,71,3,氟化工
12996,聚四氟乙烯,52,4,氟化工
13001,六氟丙烯,8,4,氟化工
12940,聚偏氟乙烯,6,4,氟化工
12991,聚全氟乙丙烯,5,4,氟化工
13701,氟化盐,63,3,氟化工
12977,氟化铝,35,4,氟化工
12953,冰晶石,26,4,氟化工
12986,氟化钠,2,4,氟化工
12952,无水氢氟酸,39,3,氟化工
13696,氟化工,360,2,氟硅
13703,有机硅中间体,35,3,硅化工
13071,DMC,10,4,硅化工
13072,D4,4,4,硅化工
13067,气相白炭黑,29,3,硅化工
13066,沉淀白炭黑,16,3,硅化工
12988,硅油,15,3,硅化工
13707,硅橡胶,13,3,硅化工
13068,107硅橡胶,7,4,硅化工
13069,110硅橡胶,6,4,硅化工
12997,硅烷偶联剂,7,3,硅化工
13479,有机硅单体,5,3,硅化工
13070,硅橡胶混炼胶,3,3,硅化工
13704,硅化工,123,2,氟硅
34302,氟硅,483,1,硅化工
12697,碳酸锂,38,3,基础锂盐
12725,氢氧化锂,19,3,基础锂盐
12746,氯化锂,1,3,基础锂盐
13662,基础锂盐,58,2,锂电池材料
31192,三元材料,21,3,正极材料
13321,磷酸铁锂,9,3,正极材料
13324,锰酸锂,9,3,正极材料
13325,钴酸锂,8,3,正极材料
13663,正极材料,51,2,锂电池材料
34304,锂电池材料,109,1,正极材料
